"Identifier","SourceString","Comment","DE","FR","NL","ES","PL","IT","RU"
"1738","Event date:","236:./templates2/ocstyle/viewcache.tpl","Eventdatum:","Event date:","Evenement datum:","Event date:","","Event date:",""
"1739","Found: %1   Hidden: %2","49:./ocstats.php","Gefunden: %1  Versteckt: %2","Found: %1   Hidden: %2","Found: %1   Hidden: %2","Found: %1   Hidden: %2","","Found: %1   Hidden: %2",""
"1740","<Unknown user>","54:./ocstats.php","<Benutzer unbekannt>","<Unknown user>","<Onbekende gebruiker>","<Unknown user>","","<Unknown user>",""
"1745","Default logo","0:table:statpics;field=description","Standardlogo","Default logo","Standaardlogo","Default logo","","Default logo",""
"1747","Alternative logo by nybbler","0:table:statpics;field=description","Alternative by nybbler","Alternative logo by nybbler","Alternative logo by nybbler","Alternative logo by nybbler","","Alternative logo by nybbler",""
"1752","Alternative logo","0:table:statpics;field=description","Alternativlogo","Alternative logo","Alternative logo","Alternative logo","","Alternative logo",""
"1753","Slimline","0:table:statpics;field=description","Slimline","Slimline","Slimline","Slimline","","Slimline",""
"1754","Red logo, slimline","0:table:statpics;field=description","rotes Logo, slimline","Red logo, slimline","Red logo, slimline","Red logo, slimline","","Red logo, slimline",""
"1755","Slimline, without statistics","0:table:statpics;field=description","Slimline, ohne Statistik","Slimline, without statistics","Slimline, without statistics","Slimline, without statistics","","Slimline, without statistics",""
"1756","Slimline red, without statistics","0:table:statpics;field=description","Slimline rot, ohne Statistik","Slimline red, without statistics","Slimline red, without statistics","Slimline red, without statistics","","Slimline red, without statistics",""
"1757","Round corners","0:table:statpics;field=description","Runde Ecken","Round corners","Round corners","Round corners","","Round corners",""
"1758","The account is already activated. Please try to <a href=""login.php"">login</a>.<br /> If you cannot login, please read the following page: <a href=""%1"">Login problems</a>","63:./templates2/ocstyle/activation.tpl","Der Account ist bereits aktiviert. Versuche dich bitte <a href=""login.php"">einzuloggen</a>.<br /> Sollte der Login nicht möglich sein, lies bitte unter <a href=""%1"">Loginprobleme</a> nach, wie du das Problem beheben kannst.","The account is already activated. Please try to <a href=""login.php"">login</a>.<br /> If you cannot login, please read the following page: <a href=""%1"">Login problems</a>","Het account is al geactiveerd. Probeer <a href=""login.php"">inloggen</a>.<br /> Indien je niet in kunt loggen. lees dan de volgende pagina: <a href=""%1"">Problemen met inloggen</a>","The account is already activated. Please try to <a href=""login.php"">login</a>.<br /> If you cannot login, please read the following page: <a href=""%1"">Login problems</a>","","The account is already activated. Please try to <a href=""login.php"">login</a>.<br /> If you cannot login, please read the following page: <a href=""%1"">Login problems</a>",""
"1759","Note:","10:./templates2/ocstyle/cache_note.tpl","Notiz:","Note:","Note:","Note:","","Note:",""
"1760","Coordinates:","15:./templates2/ocstyle/cache_note.tpl","Koordinaten:","Coordinates:","Coördinaten:","Coordinates:","","Coordinates:",""
"1761","The note is not visible to other users. The note and the optional coordinate will be included in GPX-file downloads and sent to the GPS device.","29:./templates2/ocstyle/cache_note.tpl","Diese Notiz ist für andere Benutzer nicht sichtbar. Die Notiz und die Koordinaten sind in heruntergeladenen GPX-Dateien enthalten und werden an das GPS-Ger&auml;t gesendet.","The note is not visible to other users. The note and the optional coordinate will be included in GPX-file downloads and sent to the GPS device.","The note is not visible to other users. The note and the optional coordinate will be included in GPX-file downloads and sent to the GPS device.","The note is not visible to other users. The note and the optional coordinate will be included in GPX-file downloads and sent to the GPS device.","","The note is not visible to other users. The note and the optional coordinate will be included in GPX-file downloads and sent to the GPS device.",""
"1763","Your browser has rejected our cookie.<br /> For more information on this topic, see <a href=""%1"">Opencaching help</a>.","48:./templates2/ocstyle/error.tpl","Dein Browser hat das Cookie von %2 nicht gespeichert.<br /> Mehr Informationen findest du in der <a href=""%1"">Opencaching-Hilfe</a>.","Your browser has rejected our cookie.<br /> For more information on this topic, see <a href=""%1"">Opencaching help</a>.","Your browser has rejected our cookie.<br /> For more information on this topic, see <a href=""%1"">Opencaching help</a>.","Your browser has rejected our cookie.<br /> For more information on this topic, see <a href=""%1"">Opencaching help</a>.","","Your browser has rejected our cookie.<br /> For more information on this topic, see <a href=""%1"">Opencaching help</a>.",""
"1764","Personal cache note","52:./templates2/ocstyle/search.tpl.inc.php","Persönliche Notiz","Personal cache note","Persoonlijke cache notitie","Personal cache note","","Personal cache note",""
"1765","This geocache is probably placed within a nature reserve! Please see %1here</a> for further information.","496:./templates2/ocstyle/viewcache.tpl","Dieser Geocache liegt vermutlich in einem Naturschutzgebiet. Bitte verhalte dich entsprechend umsichtig! <font size=""1"">(%1Info</a>)</font>","This geocache is probably placed within a nature reserve! Please see %1here</a> for further information.","This geocache is probably placed within a nature reserve! Please see %1here</a> for further information.","This geocache is probably placed within a nature reserve! Please see %1here</a> for further information.","","This geocache is probably placed within a nature reserve! Please see %1here</a> for further information.",""
"1766","This geocache is probably placed within the following protected areas (%1Info</a>):","40:./lib2/logic/npas.inc.php","Dieser Geocache liegt vermutlich in den folgenden Schutzgebieten (%1Info</a>):","This geocache is probably placed within the following protected areas (%1Info</a>):","This geocache is probably placed within the following protected areas (%1Info</a>):","This geocache is probably placed within the following protected areas (%1Info</a>):","","This geocache is probably placed within the following protected areas (%1Info</a>):",""
"1767","Quick translation","33:./templates2/ocstyle/translate.tpl","Schnellübersetzung","Quick translation","Snelle vertaling","Quick translation","","Quick translation",""
"1768","Disable","34:./templates2/ocstyle/translate.tpl","Deaktivieren","Disable","Uitschakelen","Disable","","Disable",""
"1769","Enable - new","35:./templates2/ocstyle/translate.tpl","Aktivieren - neu","Enable - new","Enable - new","Enable - new","","Enable - new",""
"1770","Enable - all","36:./templates2/ocstyle/translate.tpl","Aktivieren - Alle","Enable - all","Enable - all","Enable - all","","Enable - all",""
"1771","Text download (new)","52:./templates2/ocstyle/translate.tpl","Text Download (neu)","Text download (new)","Text download (new)","Text download (new)","","Text download (new)",""
"1772","Text download (all)","53:./templates2/ocstyle/translate.tpl","Text Download (Alle)","Text download (all)","Text download (all)","Text download (all)","","Text download (all)",""
"1773","Text import","54:./templates2/ocstyle/translate.tpl","Text Import","Text import","Text import","Text import","","Text import",""
"1774","Text file containing the translations:","161:./templates2/ocstyle/translate.tpl","Text Datei mit den Übersetzungen","Text file containing the translations:","Text file containing the translations:","Text file containing the translations:","","Text file containing the translations:",""
"1775","Child waypoints","12:./templates2/ocstyle/childwp.tpl","Zusätzliche Wegpunkte","Child waypoints","Child waypoints","Child waypoints","","Child waypoints",""
"1776","Waypoint type:","26:./templates2/ocstyle/childwp.tpl","Wegpunkt-Typ:","Waypoint type:","Waypoint type:","Waypoint type:","","Waypoint type:",""
"1777","Please select type","29:./templates2/ocstyle/childwp.tpl","Bitte auswählen","Please select type","Please select type","Please select type","","Please select type",""
"1778","Coordinate:","45:./templates2/ocstyle/childwp.tpl","Koordinaten:","Coordinate:","Coördinaten:","Coordinate:","","Coordinate:",""
"1779","Download GPX file (max. 500 caches)","2262:./templates2/ocstyle/map2.tpl","Download GPX-Datei (max. 500 Caches)","Download GPX file (max. 500 caches)","Download GPX file (max. 500 caches)","Download GPX file (max. 500 caches)","","Download GPX file (max. 500 caches)",""
"1780","Add waypoint","21:src/Oc/Libse/ChildWp/AddPresenterChildWp.php","Wegpunkt hinzufügen","Add waypoint","Add waypoint","Add waypoint","","Add waypoint",""
